,What is your gender?,What is your current level of education?,With whom did you spend your lockdown days?,"Do you think the pandemic and the subsequent lockdown has altered your outlook on life? If yes, whether negatively or positively?",Has the lockdown had an impact on your physical health?,Rate your lockdown experiences on a scale of 1-5  based on the following feelings. ,How often did you do something productive?,Did you do anything for academic improvement?,How did you spend most of your time during the lockdown,Did you do anything for fun and recreation? ,"The average number of hours you spent on social media, in a day? ",How have your eating habits changed?,How has your body weight changed through the lockdown?,Did you experience a loss of appetite?,How often did you exercise?,What made up most of your diet?,To what do you most attribute your eating behavior?,Choose the word that best describes your lockdown experience.,How did you feel in regards to your studies or career?,How do/ did you feel most of the time?,Did you experience a tragic loss of something important?,How often did you indulge in the things you liked to do before?,How would you describe your sleep cycle?,Describe your relationship with your family and friends.,Have ever suffered from a mental illness? if yes what course of action was taken? if not choose NA 1,Have ever suffered from a mental illness? if yes  what course of action was taken? if not choose NA 2,"Please write a very short summary of your lockdown experience in terms of your physical, mental, and emotional health.",Editor's note: We hope you liked our questionnaire; Let us know how much.,,Output Level (1-5),Remarks (section wise rating: I+ II+ III+ IV+ V),
07/11/2020 23:50,Female,Class 10-12,At home with family,No effect,Maybe,3,Rarely,Yes,Sleeping,"Yes, I pursued my hobbies",1-2 hours,I under eat,I've lost weight,Somewhat,Somedays,Regular home cooked food,Emotional distress,Numb,Directionless,Agitated/ Irritable,Yes,Rarely,Oversleeping,Formal and unyielding,Yes,Yes,Basically the word positive was missing throughout the situation infact it is still missing. Some are being really productive meanwhile are just struggling to pass this phase alone..,4,,4.72=5,0.5+0.28+0.85+0.89+2.2,
07/12/2020 7:42,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,5,Quite often,No,"Studying /being academically inclined, Netflix or Other OTT","Yes, I pursued my hobbies",1-2 hours,I eat in regulation,I've lost weight,Not much,Regularly,Regular home cooked food,Hunger,Pleasant,Didn't think about it,Satisfied,No,Often,Normal,Fun and expressive,NA,NA,Good,4,,2.44=2,0.35+0.4+0.7+0.53+0.46,
07/12/2020 9:11,Female,Class 10-12,At home with family,"Yes, i'm more pessimistic now",No,3,Rarely,Yes,Studying /being academically inclined,No,3-4 hours,I overeat,I've gained weight,Not much,Never,Regular home cooked food,Boredom,Numb,Anxious,Moody,No,Rarely,Normal,Comforting and warm,No,Yes,I m very dissatisfied with myself.,5,,4.42=4,0.5+0.44+0.65+0.94+1.89,
07/12/2020 9:16,Female,Under graduate,At home with family,"Yes, i'm more pessimistic now",Yes,2,Rarely,No,Household chores,No,3-4 hours,I under eat,I've gained weight,Somewhat,Regularly,Regular home cooked food,Boredom,Numb,Anxious,"Agitated/ Irritable, Moody",Yes,Rarely,Disturbed,Comforting and warm,No,Yes,The lockdown made me feel scared and concerned about my own and the health of my family. It also made me anxious for my future in terms of my career and personal development. ,4,,4.72=5,0.4+0.49+0.88+0.96+1.99,
07/12/2020 10:03,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",No,3,Sometimes,Yes,"Gaming, Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Hunger,Chaotic,Motivated,"Agitated/ Irritable, Moody",Yes,Sometimes,Oversleeping,Comforting and warm,No,Yes,"Physical health remained unaltered,  mental health was sometimes affected with anxiety and depression, and as a result emotional health too. ",4,,4.02=4,0.4+0.23+0.9+0.61+1.88,
07/12/2020 10:18,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",No,3,Sometimes,Yes,"Studying /being academically inclined, Household chores, Sleeping","Yes, I pursued my hobbies",1-2 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Hunger,Humbling,Excited,"Happy, Agitated/ Irritable, Moody",No,Sometimes,Disturbed,Comforting and warm,NA,NA,"In this lockdown discovered many things, good or bad, got time to explore many things.",4,,2.37=2,0.4+0.23+0.44+0.71+0.59,
07/12/2020 10:21,Male,Under graduate,At home with family,"Yes, i'm more pessimistic now",Yes,1,Rarely,No,"Gaming, Netflix or Other OTT","Yes, I pursued my hobbies",Almost 6 hours,I overeat,Unchanged,Not much,Somedays,Fried/ junk food,Hunger,Pleasant,Motivated,Agitated/ Irritable,No,Rarely,Disturbed,Fun and expressive,NA,NA,Na,1,,3.53=4,0.35+0.62+0.98+0.89+0.69,
07/12/2020 10:25,Female,Under graduate,At home with family,"Yes, i'm more pessimistic now",No,1,Sometimes,Yes,Household chores,No,3-4 hours,I under eat,I've lost weight,Not at all,Regularly,Regular home cooked food,Emotional distress,Chaotic,Directionless,Agitated/ Irritable,Yes,Rarely,Normal,Comforting and warm,No,Yes,"Due to loss in some very important matters,stress is increased. Physical health has improved because I got proper time for working out. ",5,,4.19=4,0.4+0.5+0.73+0.67+1.89,
07/12/2020 10:34,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",No,2,Sometimes,No,Netflix or Other OTT,"Yes, I pursued my hobbies",More than 6 hours,I overeat,I've gained weight,Significantly,Never,Regular home cooked food,Boredom,Chaotic,Anxious,Agitated/ Irritable,Yes,Rarely,Oversleeping,Comforting and warm,NA,NA,"Initially it was quite okay, most of us were satisfied that we got the time to develop our personal interest but as time goes on it was frustrating  and it affects physical and mental health as well.",4,,3.58=4,0.4+0.39+0.97+0.94+0.88,
07/12/2020 10:57,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",No,4,Quite often,Yes,"Studying /being academically inclined, Gaming, Household chores","Yes, I pursued my hobbies",1-2 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Hunger,Pleasant,Excited,"Happy, Agitated/ Irritable",No,Sometimes,Oversleeping,Fun and expressive,NA,NA,You already asked in questions!,2,,2.44=2,0.35+0.18+0.62+0.61+0.68,
07/12/2020 12:07,Male,Under graduate,At home with family,No effect,Yes,3,Rarely,Yes,"Studying /being academically inclined, Household chores, Netflix or Other OTT","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,I've gained weight,Significantly,Regularly,Regular home cooked food,Boredom,Chaotic,Anxious,"Agitated/ Irritable, Moody",No,Often,Normal,Fun and expressive,NA,NA,I became more motivated about fitness. Mental and emotional health seem to have declined to some extent.,4,,2.96=3,0.35+0.31+0.57+0.85+.088,
07/12/2020 12:23,Male,Under graduate,At hostel/flat with friends,"Yes, i'm more optimistic now",Maybe,5,Quite often,Yes,Studying /being academically inclined,"Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not at all,Never,Regular home cooked food,Hunger,Pleasant,Motivated,Happy,No,Often,Normal,Fun and expressive,NA,NA,"I was productive, although couldn’t go outside but upgraded myself during that time.",4,,1.79=2,0.35+0.13+0.44+0.56+0.31,
07/12/2020 12:34,Female,Under graduate,At home with family,"Yes, i'm more pessimistic now",No,2,Often,Yes,"Studying /being academically inclined, Household chores, Sleeping","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Emotional distress,Numb,Directionless,"Satisfied, Moody",Yes,Rarely,Disturbed,Formal and unyielding,No,No,Fucked,3,,3.29=3,0.4+0.47+0.63+0.81+0.98,
07/12/2020 14:00,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,4,Often,Yes,"Studying /being academically inclined, Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",Almost 6 hours,I overeat,I've gained weight,Not at all,Somedays,Regular home cooked food,Boredom,Humbling,Motivated,"Happy, Agitated/ Irritable, Moody",Yes,Sometimes,Disturbed,Fun and expressive,NA,NA,It is an overwhelming experience.Finally I am spending some quality time with my family after a long period of time. It can be said my mental and emotional health has improved tremendously.,5,,2.94=3,0.4+0.21+0.85+0.83+0.65,
07/12/2020 14:00,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,4,Often,Yes,"Studying /being academically inclined, Netflix or Other OTT, Sleeping","Yes, I pursued my hobbies",Almost 6 hours,I overeat,I've gained weight,Not at all,Somedays,Regular home cooked food,Boredom,Humbling,Motivated,"Happy, Agitated/ Irritable, Moody",Yes,Sometimes,Disturbed,Fun and expressive,NA,NA,It is an overwhelming experience.Finally I am spending some quality time with my family after a long period of time. It can be said my mental and emotional health has improved tremendously.,5,,2.94=3,0.4+0.21+0.85+0.83+0.65,
07/12/2020 14:28,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,5,Often,Yes,"Gaming, Household chores, Netflix or Other OTT","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,I've lost weight,Not much,Somedays,Regular home cooked food,Hunger,Pleasant,Anxious,Moody,No,Sometimes,Disturbed,Fun and expressive,NA,NA,"Physically more healthy as the junk i used to was not available! Mental and emotional health was kind of disturbed as I thought about the things may it be about studies, my goals, relationships, etc.",5,,3.06=3,0.35+0.16+0.97+0.77+0.81,
07/12/2020 18:56,Male,Under graduate,At home with family,No effect,No,3,Often,Yes,"Studying /being academically inclined, Household chores, Sleeping",No,Less than 1 hour,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Hunger,Humbling,Didn't think about it,Happy,No,Sometimes,Normal,Formal and unyielding,No,Yes,No change at all,5,,3.86=4,0.35+0.27+0.64+0.81+1.79,
07/12/2020 19:10,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",No,1,Often,Yes,"Studying /being academically inclined, Gaming","Yes, I pursued my hobbies",Less than 1 hour,I under eat,I've lost weight,Somewhat,Somedays,Regular home cooked food,Boredom,Pleasant,Motivated,"Happy, Agitated/ Irritable, Moody",No,Often,Normal,Fun and expressive,NA,NA,"I lost my weight, no mental stress, get motivated by parents",4,,2.98=3,0.35+0.32+0.72+0.83+0.76,
07/12/2020 19:16,Female,Class 10-12,At home with family,No effect,Yes,3,Often,Yes,"Studying /being academically inclined, Household chores, Netflix or Other OTT","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,I've lost weight,Not much,Regularly,Regular home cooked food,Hunger,Humbling,Motivated,"Happy, Satisfied, Agitated/ Irritable",No,Often,Oversleeping,Comforting and warm,NA,Yes,.,3,,3.95=4,0.5+0.31+0.75+0.73+1.66,
07/12/2020 19:33,Female,Class 10-12,At home with family,"Yes, i'm more pessimistic now",Yes,4,Rarely,No,"Household chores, Sleeping","Yes, I pursued my hobbies",Almost 6 hours,I overeat,I've gained weight,Not much,Never,Regular home cooked food,Boredom,Numb,Directionless,Moody,No,Sometimes,Oversleeping,Comforting and warm,NA,NA,"I gained weight physically, mentally and emotionally I’m stable till date.",5,,3.69=4,0.5+0.43+0.96+0.83+0.97,
07/12/2020 19:41,Female,Postgraduate,At hostel/flat with friends,"Yes, i'm more optimistic now",Yes,3,Rarely,No,"Studying /being academically inclined, Netflix or Other OTT, Sleeping",No,3-4 hours,I under eat,Unchanged,Somewhat,Never,Regular home cooked food,Boredom,Numb,Didn't think about it,Agitated/ Irritable,Yes,Rarely,Oversleeping,Formal and unyielding,No,No,NA,5,,3.23=3,0.4+0.27+0.84+0.73+0.99,
07/12/2020 19:59,Male,Under graduate,At hostel/flat with friends,No effect,No,3,Often,Yes,"Studying /being academically inclined, Household chores, Sleeping","Yes, I pursued my hobbies",Almost 6 hours,I under eat,Unchanged,Not at all,Regularly,Regular home cooked food,Emotional distress,Pleasant,Motivated,Happy,No,Sometimes,Normal,Comforting and warm,NA,NA,All is well,5,,2.13=2,0.4+0.27+0.46+0.46+0.54,
07/12/2020 20:00,Male,Postgraduate,At home with family,"Yes, i'm more optimistic now",No,4,Often,Yes,Studying /being academically inclined,No,3-4 hours,I eat in regulation,I've lost weight,Somewhat,Somedays,Regular home cooked food,Boredom,Chaotic,Excited,Satisfied,Yes,Sometimes,Normal,Comforting and warm,NA,NA,"Lockdown is somewhat disturbing but I use my time effectively by work from home, and in improving my skills.",4,,2.59=3,0.3+0.18+0.54+0.73+0.84,
07/12/2020 20:16,Male,Under graduate,At home with family,No effect,Yes,2,Rarely,Yes,"Studying /being academically inclined, Sleeping","Yes, I pursued my hobbies",More than 6 hours,I eat in regulation,I've lost weight,Not at all,Never,Regular home cooked food,Boredom,Numb,Directionless,Moody,Yes,Never,Disturbed,Fun and expressive,NA,NA,"I don't think that the lockdown has affected my physical, mental or emotional health in any way. Although, it made me think a lot about the time I have been wasting, since I am not as productive.",5,,2.75=3,0.35+0.34+0.58+0.51+0.97,
07/12/2020 21:22,Female,Postgraduate,At home with family,"Yes, i'm more optimistic now",Yes,2,Sometimes,No,Household chores,No,Less than 1 hour,I under eat,Unchanged,Somewhat,Somedays,Regular home cooked food,Emotional distress,Numb,Motivated,Agitated/ Irritable,No,Sometimes,Disturbed,Comforting and warm,NA,NA,"Got to know the importance of time ,family and importance of living life fruitfully .....every moment is special 😊",4,,3.06=3,0.35+0.31+0.65+0.79+0.96,
7/13/2020 1:15:43,Male,Under graduate,At home with family,No effect,Maybe,3,Quite often,Yes,"Studying /being academically inclined, Household chores",No,3-4 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Boredom,Pleasant,Anxious,"Satisfied, Moody",Yes,Sometimes,Normal,Fun and expressive,NA,Yes,"Ya mental health got disturbed when Midsems were conducted as I have no books,notes here;all are at hostel. I daily practice yoga to boost my emotional health.No change in physical health.",4,,3.44=3,0.35+0.28+0.41+0.63+1.77,
7/13/2020 7:19:26,Male,Postgraduate,At home with family,No effect,No,5,Often,No,Household chores,"Yes, I pursued my hobbies",1-2 hours,I overeat,I've gained weight,Not much,Somedays,Fried/ junk food,Hunger,Pleasant,Directionless,Agitated/ Irritable,No,Sometimes,Normal,Fun and expressive,Yes,Yes,It was a mixed feelings as a Banker We are Regularly going to office 9 To 9 So No Much Change but scary at times being out from home as Banking is came under essential services no choice ,5,,4.08=4,0.3+0.13+0.64+0.91+2.1,
7/13/2020 12:36:30,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,2,Sometimes,No,Household chores,"Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not much,Regularly,Regular home cooked food,Emotional distress,Chaotic,Excited,Agitated/ Irritable,No,Rarely,Disturbed,Comforting and warm,NA,NA,Quite frustrating most of the time,3,,2.85=3,0.4+0.31+0.66+0.61+0.87,
7/13/2020 18:40:30,Female,Class 10-12,At home with family,No effect,Yes,4,Often,Yes,Gaming,No,Almost 6 hours,I overeat,I've gained weight,Somewhat,Never,Regular home cooked food,Hunger,Humbling,Motivated,Happy,No,Sometimes,Disturbed,Fun and expressive,No,No,Enjoyed a lot,5,,3.27=3,0.5+0.29+0.95+0.88+0.65,
7/13/2020 19:47:44,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",Maybe,3,Often,Yes,"Studying /being academically inclined, Netflix or Other OTT","Yes, I pursued my hobbies",1-2 hours,I overeat,I've gained weight,Not much,Somedays,Regular home cooked food,Hunger,Humbling,Excited,"Satisfied, Moody",No,Sometimes,Oversleeping,Fun and expressive,NA,NA,This lockdown helps me to observe the whole environment ,5,,2.56=3,0.35+0.26+0.43+0.81+0.71,
7/13/2020 19:58:06,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,3,Sometimes,Yes,"Gaming, Household chores, Sleeping","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,I've lost weight,Somewhat,Somedays,Regular home cooked food,Boredom,Humbling,Anxious,Satisfied,No,Sometimes,Oversleeping,Fun and expressive,NA,NA,Lock experience was overall good.,4,,2.9=3,0.35+0.27+0.76+0.73+0.79,
7/13/2020 20:13:32,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,4,Sometimes,Yes,"Studying /being academically inclined, Netflix or Other OTT","Yes, I pursued my hobbies",1-2 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Hunger,Pleasant,Motivated,Satisfied,No,Sometimes,Disturbed,Comforting and warm,Yes,Yes,My lockdown experience is quite different from others. I was one of a social media addicted but because of this lockdown I improve myself.and also I focused on my mental and emotional health,5,,3.96=4,0.4+0.21+0.64+0.61+2.1,
7/13/2020 20:16:45,Male,Under graduate,At home with family,"Yes, i'm more pessimistic now",Yes,2,Sometimes,Yes,Netflix or Other OTT,"Yes, I pursued my hobbies",Almost 6 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Boredom,Chaotic,Anxious,Moody,No,Rarely,Disturbed,Comforting and warm,No,Yes,Its been a mixed ride started with the relaxed phase and turning into a anxiety and emotional phase  ,4,,4.25=4,0.35+0.49+0.86+0.67+1.88,
7/13/2020 20:23:08,Female,Under graduate,At home with family,"Yes, i'm more pessimistic now",Maybe,3,Sometimes,No,"Gaming, Household chores, Netflix or Other OTT","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not much,Somedays,Regular home cooked food,Hunger,Chaotic,Directionless,"Agitated/ Irritable, Moody",No,Sometimes,Disturbed,Formal and unyielding,NA,Yes,It was a mixed experience,4,,4.2=4,0.4+0.45+0.85+0.61+1.89,
7/13/2020 20:26:15,Female,Under graduate,At home with family,"Yes, i'm more optimistic now",No,3,Sometimes,Yes,"Studying /being academically inclined, Household chores, Netflix or Other OTT","Yes, I pursued my hobbies",3-4 hours,I eat in regulation,Unchanged,Not much,Regularly,Regular home cooked food,Hunger,Pleasant,Anxious,"Happy, Satisfied, Moody",No,Sometimes,Normal,Fun and expressive,NA,NA,It was not so great but ...whtevr it was...i enjoyed each and every moment to the fullest ,5,,2.08=2,0.4+0.23+0.55+0.51+0.39,
7/13/2020 20:27:47,Male,Under graduate,At home with family,"Yes, i'm more optimistic now",Yes,2,Quite often,No,"Gaming, Household chores, Sleeping","Yes, I pursued my hobbies",Almost 6 hours,I eat in regulation,Unchanged,Not much,Regularly,Regular home cooked food,Hunger,Numb,Didn't think about it,Moody,Yes,Sometimes,Oversleeping,Comforting and warm,NA,NA,"I miss my college days alot.i do exercise regularly,but get bored often.",4,,3.22=3,0.35+0.49+0.89+0.51+.98,
7/13/2020 20:29:38,Female,Under graduate,At home with family,No effect,Yes,3,Sometimes,Yes,Netflix or Other OTT,No,3-4 hours,I eat in regulation,I've gained weight,Significantly,Somedays,Regular home cooked food,Hunger,Numb,Directionless,Moody,No,Sometimes,Normal,Comforting and warm,No,Yes,At the beginning it was somewhat fun but then it got very dull and negative. Quite numb now ,5,,4.36=4,0.4+0.31+0.87+0.81+1.97,
7/13/2020 20:30:53,Male,Under graduate,At home with family,No effect,No,3,Rarely,No,"Household chores, Netflix or Other OTT, Sleeping",No,More than 6 hours,I overeat,I've gained weight,Not at all,Somedays,Regular home cooked food,Boredom,Numb,Didn't think about it,Moody,No,Rarely,Normal,Formal and unyielding,NA,NA,Good,4,,3.13=3,0.35+0.27+0.81+0.73+0.97,
